brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
99996,for_sale,849000,4,2,84.95,1437481,Craryville,New York,12521,1594,35552
45488,for_sale,2400000,4,4,10.34,1931347,Red Hook,New York,12571,2225,43179
5414,for_sale,65000,,,0.59,114728,Malden On Hudson,New York,12453,,
77876,for_sale,105000,,,4.27,1857146,Dover Plains,New York,12522,,37440
69225,for_sale,399000,5,3,1,991741,Hudson,New York,12534,2000,42061
45488,for_sale,1950000,3,3,11.9,1969988,Red Hook,New York,12571,2134,43179
14927,for_sale,940000,3,3,24.5,193795,Pine Plains,New York,12567,2000,
14928,for_sale,940000,3,3,24.5,192239,Pine Plains,New York,12567,2000,
16834,for_sale,799000,1,2,3.08,881862,Red Hook,New York,12571,1200,44333
45488,for_sale,2750000,4,4,10.1,1931348,Red Hook,New York,12571,3318,43179
63273,for_sale,150000,2,1,0.81,1020982,Dover Plains,New York,12522,1040,35256
94263,for_sale,549900,,2,3.01,1409011,Northeast,New York,12546,4512,
41533,for_sale,529900,4,4,1.3,1620252,Dover Plains,New York,12522,2955,38307
15371,for_sale,399900,3,2,0.47,1260500,Dover Plains,New York,12594,1564,36908
32014,for_sale,115000,,,2.88,1845206,Pine Plains,New York,12567,,
32016,for_sale,115000,,,2.88,1845205,Pine Plains,New York,12567,,
22006,for_sale,598000,4,3,1.57,334731,Milan,New York,12571,2500,
16915,for_sale,1744000,,,145.44,861027,Stanfordville,New York,12581,,
41533,for_sale,299000,4,2,2.08,1079139,Wassaic,New York,12592,1426,32063
10485,for_sale,759900,3,3,12.82,690251,Stanfordville,New York,12581,3000,37132
32014,for_sale,1495000,4,4,5.04,243264,Clinton Corners,New York,12514,,36333
32014,for_sale,4995000,5,6,13.28,1567801,Pine Plains,New York,12567,,43022
15371,for_sale,269000,,,19.01,919662,Stanfordville,New York,12514,,
45488,for_sale,4299000,4,6,32.64,59151,Clinton Corners,New York,12514,6908,38611
33714,for_sale,349999,,,48,1977450,Red Hook,New York,12571,,
109987,for_sale,349999,,,48,1977450,Red Hook,New York,12571,,
56591,for_sale,1500000,,1,174,1866409,Taghkanic,New York,12502,1200,
56590,for_sale,1500000,,1,174,1866409,Taghkanic,New York,12504,1200,
45488,for_sale,249000,4,2,1.2,1380388,Pine Plains,New York,12567,1964,41893
23991,for_sale,349500,3,2,0.47,1651225,Pine Plains,New York,12567,1788,41967
22006,for_sale,549000,3,3,3,999578,Ancram,New York,12502,2288,
77876,for_sale,375000,2,1,15,1119283,Clinton Corners,New York,12514,1119,36073
109909,for_sale,300000,,,0.52,1497345,Stanfordville,New York,12581,3437,
42943,for_sale,1450000,5,5,5,522004,Millbrook,New York,12545,4500,42089
45488,for_sale,1350000,4,6,5,879329,Clinton Corners,New York,12514,4943,40075
107997,for_sale,239000,3,1,0.49,728793,Dover Plains,New York,12522,1260,43375
41051,for_sale,340000,3,2,1.01,911134,Amenia,New York,12501,2048,
75667,for_sale,338000,3,2,3.44,1057586,Elizaville,New York,12523,1562,
75667,for_sale,338000,3,2,3.44,1057586,Gallatin,New York,12567,1562,
37314,for_sale,399000,3,3,2.9,1660833,Stanfordville,New York,12581,1848,
16834,for_sale,850000,4,3,13.62,76935,Pine Plains,New York,12567,2500,
10368,for_sale,858000,,,71.5,1218068,Northeast,New York,12546,,
15371,for_sale,700000,,,1.1,1289172,Amenia,New York,12501,,32553
84280,for_sale,260000,4,3,1.3,1761667,Milan,New York,12571,2400,
38575,for_sale,185000,,,11.7,1422896,Stanford,New York,12581,,
10485,for_sale,235000,4,2,0.17,1428272,Dover Plains,New York,12522,1522,38010
81852,for_sale,435000,3,3,3.3,470089,Dover Plains,New York,12522,1956,36132
41926,for_sale,549000,2,3,10,1486329,Clinton Corners,New York,12514,1440,42766
36494,for_sale,1085000,3,4,11.71,250129,Taghkanic,New York,12521,3200,
52200,for_sale,14500000,,,342.45,423797,Amenia,New York,12501,,31971
41008,for_sale,99000,2,1,5,1977450,Red Hook,New York,12571,916,
42335,for_sale,99000,2,1,5,1977450,Red Hook,New York,12571,916,
107912,for_sale,595000,3,2,1.8,956060,Amenia,New York,12501,2194,40904
34270,for_sale,1500000,4,3,73,1566705,Ancram,New York,12502,3422,
41051,for_sale,279000,3,2,0.14,1375679,Amenia,New York,12501,1834,43756
42360,for_sale,329000,3,2,0.52,387374,Claverack,New York,12513,1926,43500
10485,for_sale,375000,3,3,1.57,482679,Dover Plains,New York,12522,1500,37267
23056,for_sale,365000,4,2,1.8,16417,Stanford,New York,12514,1594,
41533,for_sale,420000,4,3,1.52,1313595,Millbrook,New York,12545,2080,44279
65663,for_sale,459900,4,3,0.99,1369971,Pine Plains,New York,12567,2770,
106727,for_sale,549000,4,3,2,393110,Clinton Corners,New York,12514,2430,35783
37314,for_sale,1425000,3,3,35.29,1368061,Salt Point,New York,12578,3188,32930
67822,for_sale,2880000,3,4,22.59,1418673,Pine Plains,New York,12567,3072,39036
16829,for_sale,695000,,,1,1010270,Montauk,New York,11954,,
36525,for_sale,2999000,4,4,0.93,955701,Montauk,New York,11954,,33828
16829,for_sale,8250000,4,6,0.92,1089503,Montauk,New York,11954,3496,42913
98424,for_sale,7995000,6,7,,1071792,Montauk,New York,11954,5500,44035
16829,for_sale,2395000,3,2,0.58,405202,Montauk,New York,11954,1500,44275
16829,for_sale,3500000,4,2,0.8,1511383,Montauk,New York,11954,1500,37554
42981,for_sale,39500000,5,5,0.16,1192877,Montauk,New York,11954,,33625
98424,for_sale,10900000,6,4,,1076095,Montauk,New York,11954,3600,36416
89622,for_sale,1950000,,,2.37,378643,Montauk,New York,11954,,39470
14069,for_sale,449000,,,0.46,197402,Montauk,New York,11954,,
42017,for_sale,2399000,3,2,0.27,1826123,Montauk,New York,11954,1742,
6950,for_sale,2400000,3,2,,732128,Montauk,New York,11954,,
16829,for_sale,9500000,4,6,0.83,577961,Montauk,New York,11954,4325,41289
89622,for_sale,2500000,,,3.57,1053652,Montauk,New York,11954,,42465
83365,for_sale,429999,1,2,8.86,755684,Montauk,New York,11954,,
29003,for_sale,1699000,3,2,0.21,1698047,Montauk,New York,11954,1408,41758
98424,for_sale,1100000,,,,66901,Montauk,New York,11954,,
26692,for_sale,1925000,3,2,0.17,561097,Montauk,New York,11954,,44257
29003,for_sale,15000000,29,30,3.25,1384278,Montauk,New York,11954,,34829
29003,for_sale,995000,2,2,0.04,18819,Montauk,New York,11954,644,
29003,for_sale,995000,2,2,,18818,Montauk,New York,11954,644,
92893,for_sale,7750000,7,7,4.23,325376,Montauk,New York,11954,7312,41982
98424,for_sale,899000,2,1,,18818,Montauk,New York,11954,590,
16829,for_sale,925000,3,2,0.34,1313456,Montauk,New York,11954,,
16829,for_sale,7500000,4,4,0.83,789625,Montauk,New York,11954,3500,44398
16829,for_sale,1495000,3,4,0.67,1759401,Montauk,New York,11954,1928,35662
16138,for_sale,1450000,3,4,0.55,1706258,Southold,New York,6390,2650,41494
16829,for_sale,3700000,2,2,0.86,463043,Montauk,New York,11954,1680,44286
16829,for_sale,1950000,3,3,0.17,1297254,Montauk,New York,11954,1850,
89622,for_sale,2490000,3,3,0.25,201290,Montauk,New York,11954,1423,34236
28979,for_sale,2500000,,,4,1169185,Montauk,New York,11954,,40187
29529,for_sale,689999,1,1,,1652553,Montauk,New York,11954,500,
29529,for_sale,1200000,2,1,,603029,Montauk,New York,11954,,
26692,for_sale,749000,,,0.32,1758424,Montauk,New York,11954,,
28972,for_sale,2950000,,,0.53,1815706,Montauk,New York,11954,,39953
98424,for_sale,9995000,,,,1193272,Montauk,New York,11954,,35145
16829,for_sale,5650000,4,5,1.01,1259541,Montauk,New York,11954,4200,44119
16829,for_sale,5250000,4,2,1.2,333635,Montauk,New York,11954,2000,44130
16829,for_sale,3450000,6,8,0.57,1671742,Montauk,New York,11954,4011,43941
29003,for_sale,1718000,3,2,0.41,956302,Montauk,New York,11954,1900,
16829,for_sale,1095000,2,1,,603027,Montauk,New York,11954,767,
29529,for_sale,899000,2,1,,603031,Montauk,New York,11954,767,
98424,for_sale,6450000,4,4,,113497,Montauk,New York,11954,3000,
14067,for_sale,18950000,6,9,1.03,1531646,Montauk,New York,11954,,31993
16829,for_sale,8290000,7,8,1.08,481905,Montauk,New York,11954,6265,
98424,for_sale,3500000,,1,,1674801,Montauk,New York,11954,2376,
28972,for_sale,2250000,4,4,0.33,1584907,Montauk,New York,11954,2238,42137
89622,for_sale,2500000,,,3,654298,Montauk,New York,11954,,42461
16829,for_sale,8500000,6,8,0.68,1670432,Montauk,New York,11954,4890,40931
29003,for_sale,549000,1,1,,1607649,Montauk,New York,11954,480,
29003,for_sale,549000,1,1,4.75,1607648,Montauk,New York,11954,480,
98421,for_sale,4850000,5,4,,9744,Montauk,New York,11954,2900,43553
29529,for_sale,799000,1,1,,603030,Montauk,New York,11954,689,
67938,for_sale,1195000,4,2,,1568680,Montauk,New York,11954,2200,37517
45690,for_sale,24900,,,0.61,1564940,Granville,New York,12832,,41813
68200,for_sale,105000,3,2,4.22,1559975,Hampton,New York,12837,1352,43452
24596,for_sale,95000,,2,0.66,1052432,Granville Village,New York,12832,4280,
22552,for_sale,109000,2,1,0.19,693985,Hampton,New York,12837,1084,
26103,for_sale,159000,6,2,0.4,481769,Granville Village,New York,12832,2547,
24596,for_sale,250000,4,4,0.39,1105130,Granville Village,New York,12832,2688,42893
52568,for_sale,325000,4,3,1.97,1759576,Cambridge,New York,12816,1760,44447
74021,for_sale,205000,3,2,0.14,1314684,Cambridge,New York,12816,,41725
71674,for_sale,719900,3,3,9.3,563491,Salem,New York,12873,3034,40568
75624,for_sale,215000,5,2,53.81,1392322,Salem,New York,12865,1932,42423
75624,for_sale,119900,1,1,2.1,1152767,Salem,New York,12865,642,41801
52568,for_sale,229000,1,2,5.81,1735212,Jackson Heights,New York,12873,1170,44096
22550,for_sale,69900,,,5.05,971995,Salem,New York,12865,,
33714,for_sale,159999,3,2,2,1089379,Greenwich,New York,12834,2300,36831
85531,for_sale,120000,5,2,0.32,602647,Greenwich,New York,12834,2068,37960
52568,for_sale,675000,4,5,2.79,733340,Greenwich,New York,12834,3439,42156
34901,for_sale,129000,3,2,1,1104736,Johnsonville,New York,12094,1248,40465
49304,for_sale,305000,3,2,1.7,101575,Greenwich,New York,12834,1920,
49304,for_sale,169900,6,5,1,1370063,Cambridge,New York,12816,3714,40919
75624,for_sale,100000,4,2,0.46,186997,Jackson Heights,New York,12816,2160,38952
104484,for_sale,150000,,,10.49,1839700,Pittstown,New York,12094,,
105595,for_sale,69950,,,10.15,1989202,Greenwich,New York,12834,,
44625,for_sale,1200000,3,3,31.68,1192042,Valley Falls,New York,12185,5200,39554
49304,for_sale,247500,,,6.4,1755263,White Creek,New York,12816,3744,38119
27929,for_sale,319000,3,2,0.74,1660799,Cambridge,New York,12816,1582,
49304,for_sale,299000,3,2,5,65580,Cambridge,New York,12834,2800,
74021,for_sale,75000,2,1,0.31,1671149,White Creek,New York,12816,1260,43950
22552,for_sale,289900,4,2,1.46,16926,Cambridge,New York,12816,1880,
27929,for_sale,220000,2,1,0.24,1638012,Cambridge,New York,12816,1140,
61970,for_sale,395000,4,3,6.6,1106516,Cambridge,New York,12816,5500,37081
23684,for_sale,289900,3,2,0.41,1670061,Pittstown,New York,14534,3480,
58357,for_sale,188500,3,1,0.33,470318,Valley Falls,New York,12185,1230,41386
95798,for_sale,79900,,,6.29,1653286,Pittstown,New York,12121,,44448
41099,for_sale,189900,3,2,0.66,282001,Valley Falls,New York,12185,2236,43725
52568,for_sale,30000,,,3.21,1885351,Cambridge,New York,12816,,
68030,for_sale,244900,3,1,1.13,641472,Valley Falls,New York,12185,1006,44469
27628,for_sale,184500,,,118.03,1884514,White Creek,New York,12057,,
10368,for_sale,199500,2,3,0.3,1638091,Cambridge Village,New York,12816,3289,35611
10368,for_sale,139000,2,1,10.6,260378,Salem,New York,12865,500,
69428,for_sale,99000,3,2,0.3,739803,Salem,New York,12865,1872,
75624,for_sale,16900,,,1.82,915954,Salem,New York,12865,,
75624,for_sale,99900,,,54.7,1904672,Salem,New York,12865,,
61970,for_sale,155000,,,27.47,1900663,Salem,New York,12873,,
82587,for_sale,59200,6,2,0.27,386862,Valley Falls,New York,12185,2522,39206
52568,for_sale,1050000,18,17,0.75,438971,Cambridge,New York,12816,14500,
74021,for_sale,174000,5,2,0.27,1793821,Cambridge,New York,12816,2918,43767
74021,for_sale,189900,3,1,1.2,1714129,Cambridge,New York,12816,1275,
107525,for_sale,369900,5,3,10.1,1403260,White Creek,New York,12057,2250,
68030,for_sale,244900,3,1,1.13,641486,Valley Falls,New York,12185,1006,
24423,for_sale,60000,,,5.1,2772,Hoosick,New York,12089,,
51284,for_sale,209000,4,2,1,763276,Cambridge,New York,12816,2950,
74021,for_sale,279000,3,1,6.2,749828,Cambridge,New York,12816,1524,
69769,for_sale,129000,,,14.96,1868375,Pittstown,New York,12121,,
9032,for_sale,155000,2,1,0.37,331096,Cambridge,New York,12816,1000,42347
40690,for_sale,430000,3,3,2.9,840599,Easton,New York,12154,2244,41654
74021,for_sale,275000,4,2,0.47,524111,Cambridge,New York,12816,2880,42297
68030,for_sale,249900,,,55.75,1900051,Brunswick,New York,12180,,
68030,for_sale,249900,,,55.75,1900051,Troy,New York,12180,,
105685,for_sale,239900,6,8,4.44,859293,Granville,New York,12832,5420,
52568,for_sale,17900,,,5.1,1214024,Hebron,New York,12865,,
52568,for_sale,150000,,,110.6,1888640,Hebron,New York,12865,,
67314,for_sale,780000,,,246,1895209,Whitehall,New York,12887,,
52568,for_sale,25900,,,1.01,1670233,Greenwich,New York,12834,,
43301,for_sale,29000,,,2.5,1866424,Hebron,New York,12832,,
45690,for_sale,35000,,,1.2,1945672,Hartford,New York,12838,,
43301,for_sale,39000,,,5.1,1868088,Hebron,New York,12832,,
82261,for_sale,60000,6,3,3,341019,Dresden,New York,12819,2989,42829
771,for_sale,50000,,,5.1,1969070,Granville,New York,12849,,
76415,for_sale,300000,5,2,230.5,85119,Fort Ann,New York,12827,2064,41453
51284,for_sale,190000,3,2,,269930,Cambridge,New York,12816,,
51284,for_sale,140000,4,2,,1500525,Cambridge,New York,12816,,
22552,for_sale,499000,4,3,276,234766,Whitehall Village,New York,12887,1872,39778
22552,for_sale,172900,3,2,2.08,84970,Hampton,New York,12837,1702,42024
107525,for_sale,69000,,,10.04,1909861,Argyle,New York,12809,,
67314,for_sale,15000,,,0.24,1878316,Whitehall,New York,12887,,
67314,for_sale,199000,,,145.8,189128,Hampton,New York,12887,,
51084,for_sale,70000,,,9.89,519898,Hebron,New York,12832,,39965
36499,for_sale,799900,,,395,1841142,Fort Ann,New York,12827,,
52568,for_sale,30000,6,2,0.34,114304,Whitehall,New York,12887,1974,
29383,for_sale,539900,5,3,0.1,1285992,Greenwich,New York,12834,2844,40961
41662,for_sale,299999,,,98.98,1096846,Kingsbury,New York,12839,,
36499,for_sale,212571,,,87.2,1498676,Hebron,New York,12832,,
17647,for_sale,169000,,,22.25,1969070,Hebron,New York,12809,,
33714,for_sale,69999,,,11.47,1824176,Whitehall,New York,12887,,
45690,for_sale,50000,,,8.24,1973444,Granville,New York,12832,,
36697,for_sale,529000,2,2,66.53,1470390,Whitehall,New York,12887,2300,39736
107525,for_sale,134900,,,4.6,308006,Hampton,New York,12837,,
82261,for_sale,27000,,,8.7,550152,Hampton,New York,12887,,
52568,for_sale,289900,3,2,2.3,1241345,Greenwich,New York,12834,1620,
67314,for_sale,295000,6,3,2.75,316934,Hampton,New York,12887,4355,37266
75624,for_sale,269900,4,1,24.64,1205399,Salem,New York,12865,2006,
82261,for_sale,129000,2,1,100000,598202,Whitehall,New York,12887,1352,
104218,for_sale,215000,4,2,45.23,1693426,Kingsbury,New York,12839,1978,37992
82261,for_sale,199000,,,192,1891402,Hampton,New York,12837,,
67314,for_sale,56000,3,2,0.15,563172,Whitehall,New York,12887,1392,
22550,for_sale,32500,,,10,1963789,Hebron,New York,12832,,
41662,for_sale,254999,3,2,1.03,1383078,Fort Ann,New York,12821,1104,
24596,for_sale,325000,3,1,10,1224385,Hartford,New York,12827,1820,39349
82261,for_sale,189900,3,1,0.48,704505,Dresden,New York,12819,2112,
68030,for_sale,350000,3,2,5.25,903098,Jackson Heights,New York,12816,3172,
45690,for_sale,220000,3,2,6.36,1725451,Argyle,New York,12809,1836,
67314,for_sale,39500,,,5.1,1868112,Whitehall,New York,12887,,
52568,for_sale,268000,3,1,2.3,427501,Argyle,New York,12809,1556,41821
52568,for_sale,139999,,,105.8,1890022,Fort Ann,New York,12827,,
96922,for_sale,244900,4,3,0.8,439056,Granville,New York,12832,2106,44459
51084,for_sale,529000,2,1,0.06,1504747,Dresden,New York,12841,740,43769
36499,for_sale,550000,,,265,1948400,Fort Ann,New York,12827,,
51084,for_sale,35000,,,2.4,377623,Dresden,New York,12819,,
68200,for_sale,50000,5,2,0.28,1564685,Granville Village,New York,12832,2194,
43301,for_sale,99000,2,1,0.8,416209,Granville,New York,12832,2500,40487
56590,for_sale,148900,3,3,35,545077,Fort Ann,New York,12887,1872,
45690,for_sale,295000,1,2,3.04,1617721,Hebron,New York,12832,3960,
9032,for_sale,159000,3,1,0.32,1059296,Salem,New York,12865,1440,
67314,for_sale,53900,,,5.79,1312668,Whitehall,New York,12887,,
80344,for_sale,31500,3,1,0.12,330858,Granville,New York,12832,1302,38804
74021,for_sale,189000,3,2,6.3,1364719,Cambridge,New York,12816,1350,43637
105595,for_sale,515000,4,2,12.34,972114,Fort Ann,New York,12887,2328,36431
22552,for_sale,85000,4,1,0.2,1668184,Whitehall,New York,12887,1056,
107525,for_sale,60000,,,11,1923365,Salem,New York,12865,,
22552,for_sale,149000,3,2,3.2,1544497,Salem,New York,12865,1792,40232
27929,for_sale,250000,1,2,2.35,332808,Shushan,New York,12873,1308,40024
27929,for_sale,250000,1,2,2.35,332808,Salem,New York,12865,1308,
51084,for_sale,219900,3,2,0.92,1556460,Granville,New York,12832,1612,43349
27253,for_sale,274900,5,2,0.97,1641581,Fort Ann,New York,12827,1872,42535
52568,for_sale,17500,,,0.09,872050,Whitehall,New York,12887,,
24309,for_sale,35000,,,17,1905115,Argyle,New York,12809,,
36499,for_sale,90000,,,25.48,1969054,Argyle,New York,12809,,
52568,for_sale,9000,,,0.12,986135,Whitehall,New York,12887,,
33138,for_sale,450000,,,50.91,1919470,Argyle,New York,12809,,
68200,for_sale,23000,2,1,2.5,46637,Hebron,New York,12865,672,35307
49304,for_sale,164900,3,1,1.05,594245,Hebron,New York,12832,1376,43461
32681,for_sale,299000,,,98.45,1904509,Hebron,New York,12832,,
83608,for_sale,29000,,,0.95,1169110,Salem,New York,12865,,
36499,for_sale,60000,,,20.07,1969053,Argyle,New York,12809,,
36499,for_sale,49000,,,6.1,1969055,Argyle,New York,12809,,
36499,for_sale,69000,,,18.61,1969058,Argyle,New York,12809,,
13305,for_sale,21500,,,2.78,1866418,Whitehall,New York,12887,,
82261,for_sale,225000,,,7,419787,Dresden,New York,12819,,43020
82261,for_sale,149900,,,2,410782,Dresden,New York,12819,,
52475,for_sale,990000,,,11.74,439345,Cambridge,New York,12887,,
52568,for_sale,99000,3,1,2.6,972288,Hampton,New York,12837,1440,39470
101674,for_sale,29950,3,1,2,1242598,Granville,New York,12832,1396,39644
65388,for_sale,149900,3,2,25.53,1603374,Granville,New York,12832,3584,36493
45690,for_sale,155000,3,1,2.5,144595,Fort Ann,New York,12827,1708,
52568,for_sale,259000,3,2,5,1616365,Hudson Falls,New York,12839,1716,38814
74021,for_sale,169000,2,1,7.52,843660,Hebron,New York,12832,1440,
45690,for_sale,139000,5,3,0.18,12033,Whitehall,New York,12887,3169,43690
74021,for_sale,239900,4,3,0.31,1757875,Greenwich,New York,12834,2844,42647
22552,for_sale,45900,,,7,1826201,Granville,New York,12832,,41963
51084,for_sale,69900,,,33.3,1903826,Dresden,New York,12819,,
26103,for_sale,219900,2,1,5,952470,Granville,New York,12832,1000,
107525,for_sale,154900,3,2,0.28,491227,Greenwich,New York,12834,1400,
52568,for_sale,29900,,,0.36,1887029,Greenwich,New York,12834,,
52568,for_sale,47000,3,2,0.23,1521749,Whitehall,New York,12887,2163,
24596,for_sale,89900,,1,0.27,1427573,Whitehall Village,New York,12887,2388,
51084,for_sale,65000,1,1,6,1483776,Hebron,New York,12865,1761,43889
67314,for_sale,70000,,,24.52,1297675,Whitehall,New York,12887,,
22552,for_sale,21500,,,5.18,1969070,Salem,New York,12865,,
109987,for_sale,69999,,,11.47,1824192,Whitehall,New York,12887,,
73676,for_sale,239000,4,3,0.33,1121641,Argyle,New York,12809,2400,
52568,for_sale,149000,3,2,7.85,410496,Granville,New York,12832,1344,37648
52568,for_sale,184999,3,1,1.6,1353590,Granville,New York,12832,1218,36209
44625,for_sale,350000,3,3,2.41,732135,Hampton,New York,12837,2588,42514
43301,for_sale,42500,,,6.37,1868088,Hebron,New York,12832,,
32681,for_sale,149995,6,2,0.1,1452339,Greenwich,New York,12834,2140,
43301,for_sale,39900,,,5.1,1868088,Hebron,New York,12832,,
10368,for_sale,264900,4,2,0.15,915673,Cambridge,New York,12816,1800,43117
45690,for_sale,189900,4,2,0.15,697128,Greenwich,New York,12834,1840,43741
45690,for_sale,212000,5,2,0.21,1668032,Greenwich,New York,12834,1900,41627
83608,for_sale,39900,2,2,2.9,1560895,Granville,New York,12832,938,
65388,for_sale,24900,3,2,1.1,561143,Whitehall,New York,12887,2352,38881
51084,for_sale,420000,2,3,60.11,1417356,Hartford,New York,12838,1408,
26103,for_sale,209900,3,1,3.2,305864,Fort Ann,New York,12827,1120,44153
105595,for_sale,36000,,,10.12,1855789,Granville,New York,12832,,
68200,for_sale,125000,3,1,0.27,915572,Granville Village,New York,12832,2364,
24596,for_sale,425000,3,3,42.17,1546472,Granville,New York,12832,4160,
67314,for_sale,179999,3,2,0.25,1140130,Whitehall,New York,12887,1842,38406
24596,for_sale,139000,4,2,4.27,1350353,Greenwich,New York,12865,2024,40731
10211,for_sale,48000,,,8.28,1964159,Hartford,New York,12838,,
41662,for_sale,149900,3,1,0.39,1229282,Whitehall,New York,12887,1411,44267
41662,for_sale,249000,5,2,2.12,695004,Argyle,New York,12828,2443,44552
41662,for_sale,48000,,,2.81,1933331,Fort Ann,New York,12827,,
14225,for_sale,500000,,,19,162777,Granville,New York,12832,,
67314,for_sale,272900,3,2,5.1,1101863,Whitehall,New York,12887,1729,
26103,for_sale,375000,3,2,30.35,437631,Dresden,New York,12819,2004,
58424,for_sale,575900,3,3,3.61,832903,Greenwich,New York,12834,1371,
45690,for_sale,155000,2,1,15.81,378625,Hebron,New York,12832,1440,
101674,for_sale,210000,3,3,12.03,372356,Argyle,New York,12809,2584,38817
67314,for_sale,349000,3,2,27.43,1510140,Whitehall,New York,12887,1452,
52568,for_sale,400000,3,2,10.2,478780,Greenwich,New York,12834,1700,37679
52568,for_sale,439900,6,5,0.39,47291,Greenwich,New York,12834,6164,
22550,for_sale,31900,4,3,0.06,602170,Granville Village,New York,12832,2739,37860
41662,for_sale,279900,3,2,10.21,834155,Whitehall,New York,12887,1508,43088
68200,for_sale,205000,5,2,0.39,524649,Granville Village,New York,12832,1909,44427
29383,for_sale,479000,4,3,2.45,1686258,Greenwich,New York,12834,2520,39868
22552,for_sale,249900,4,2,4.22,687527,Greenwich,New York,12834,1440,41536
97472,for_sale,177000,5,3,0.64,1637754,Argyle,New York,12809,2992,41654
97472,for_sale,165000,4,2,0.64,1645586,Argyle,New York,12809,2094,42425
97472,for_sale,165000,6,2,0.64,115620,Argyle,New York,12809,2392,
103428,for_sale,850000,5,4,3.44,812001,Cambridge,New York,12816,4000,
52475,for_sale,550000,3,3,25.01,683593,Argyle,New York,12809,2300,
52568,for_sale,115000,2,1,0.25,1416245,Fort Ann,New York,12827,958,39065
81805,for_sale,260000,5,3,4.09,312109,Granville,New York,12849,2567,42650
18718,for_sale,57000,,,15,1962103,Salem,New York,12865,,
52568,for_sale,1000000,5,5,0.72,1213378,Granville,New York,12832,6736,37894
41662,for_sale,219900,4,2,0.86,1499808,Fort Ann,New York,12827,1500,
36499,for_sale,39900,,,2.24,1872690,Argyle,New York,12809,,
52568,for_sale,175000,3,1,0.17,1308923,Greenwich,New York,12834,1256,43251
18718,for_sale,109000,,,2.7,1350823,Salem,New York,12865,,
22552,for_sale,66900,4,2,0.5,950132,Dresden,New York,12819,1512,38225
26103,for_sale,289900,3,2,6.4,1624849,Granville,New York,12832,2200,42949
46183,for_sale,329000,3,2,3.68,766322,Hudson Falls,New York,12839,2016,43026
45690,for_sale,289900,1,1,0.68,1533366,Argyle,New York,12809,1176,
13305,for_sale,70000,3,1,0.33,1394802,Whitehall,New York,12887,1250,36390
105595,for_sale,449500,3,2,15.59,1638136,Whitehall,New York,12887,1808,
22552,for_sale,42500,,,2.56,1288468,Whitehall,New York,12887,,41248
84944,for_sale,69000,2,1,10.14,1471126,Argyle,New York,12809,744,37193
101674,for_sale,170000,3,2,0.73,1470407,Hartford,New York,12838,2420,34635
57399,for_sale,119900,3,2,0.46,870684,Fort Ann,New York,12827,2132,36264
22552,for_sale,324000,3,3,1,1403641,Argyle,New York,12809,2043,35492
52568,for_sale,207427,2,2,3,1445046,Argyle,New York,12809,1000,
67314,for_sale,37500,3,2,0.65,172590,Fort Ann,New York,12827,1300,
57399,for_sale,49900,3,1,0.15,1486085,Fort Ann,New York,12827,1080,39853
52568,for_sale,225000,4,2,1.6,1030874,Fort Ann,New York,12827,2500,
97472,for_sale,240000,3,2,1,899823,Cambridge,New York,12816,1544,35598
10211,for_sale,75000,3,1,0.11,437147,Whitehall,New York,12887,1410,40394
52568,for_sale,39000,1,1,0.1,57345,Whitehall,New York,12887,1260,
24596,for_sale,125000,2,1,4,1213080,Hampton,New York,12837,960,
24596,for_sale,149999,4,2,0.3,763703,Granville,New York,12832,1576,41918
41662,for_sale,174900,2,1,2,1065374,Fort Ann,New York,12827,910,41439
45690,for_sale,695000,6,4,0.33,423540,Greenwich,New York,12834,4776,43903
105595,for_sale,499000,,2,132,830270,Whitehall,New York,12887,1500,36021
22550,for_sale,279000,7,6,0.25,677213,Salem,New York,12865,4380,41267
43028,for_sale,107000,,,19.54,1866480,Salem,New York,12865,,
52568,for_sale,65000,,,0.09,151148,Whitehall Village,New York,12887,5595,
36496,for_sale,1550000,6,5,193.8,130248,Hebron,New York,12865,5012,38839
52568,for_sale,339900,2,2,0.36,1887029,Greenwich,New York,12834,1248,
84944,for_sale,139000,3,2,16.57,177668,Hebron,New York,12832,2172,37497
22552,for_sale,147000,1,1,1.4,515043,Hartford,New York,12838,616,42125
101674,for_sale,54900,2,1,0.07,366373,Whitehall,New York,12887,1080,
84355,for_sale,499900,1,3,8.09,1252338,Argyle,New York,12809,2776,
105595,for_sale,375000,,,72,807692,Hebron,New York,12865,,40996
24596,for_sale,125000,4,2,0.11,1285741,Granville,New York,12832,1526,37405
88621,for_sale,49900,2,2,0.29,1815214,Hartford,New York,12838,1490,42002
43677,for_sale,299000,4,4,0.16,483999,Cambridge,New York,12816,5661,
19410,for_sale,169900,,,102.9,305436,Dresden,New York,12887,,
69801,for_sale,319000,3,1,1.13,482098,Willsboro,New York,12996,972,
16218,for_sale,265000,3,2,0.52,917391,Peru,New York,12972,1663,
56011,for_sale,172500,4,4,0.91,317329,Port Kent,New York,12975,2662,
1253,for_sale,149900,2,1,0.2,1383542,Port Kent,New York,12975,925,
16218,for_sale,385000,3,2,8.38,905489,Keeseville,New York,12944,2002,41726
78858,for_sale,175000,,,59,1892437,Keeseville,New York,12944,,
78858,for_sale,263000,3,2,1.6,1556536,Keeseville,New York,12944,1960,43521
24744,for_sale,19500,,,0.4,1847423,Willsboro,New York,12996,,
